Point_Index,StraightPath_Length,GyroPath_Length,GyroPath_Perc,CLR_Alpha,CLR_Gamma,Left_CLR_Alpha,Left_CLR_Gamma,Right_CLR_Alpha,Right_CLR_Gamma,DiegoPath_Length,DiegoPath_Perc
327,70.000000,0.000000,0.000000,0,0,0,0,0,0,69.000000,98.571429
328,70.007142,0.000000,0.000000,0,0,0,0,0,0,69.000000,98.561372
329,70.028566,0.000000,0.000000,0,0,0,0,0,0,69.414214,99.122712
330,70.064256,0.000000,0.000000,0,0,0,0,0,0,69.828427,99.663410
331,69.115845,0.000000,0.000000,0,0,0,0,0,0,69.242641,100.183454
332,69.180922,0.000000,0.000000,0,0,0,0,0,0,69.656854,100.687953
333,69.260378,0.000000,0.000000,0,0,0,0,0,0,70.071068,101.170495
334,69.354164,0.000000,0.000000,0,0,0,0,0,0,70.485281,101.630930
335,69.462220,0.000000,0.000000,0,0,0,0,0,0,70.899495,102.069146
336,69.584481,0.000000,0.000000,0,0,0,0,0,0,71.313708,102.485076
